ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Accession_Name,Country_of_Origin,Region,Alu.Tol,Flowering time at Arkansas,Flowering time at Faridpur,Flowering time at Aberdeen,FT ratio of Arkansas/Aberdeen,FT ratio of Faridpur/Aberdeen,Culm habit,Leaf pubescence,Flag leaf length,Flag leaf width,Awn presence,Panicle number per plant,Plant height,Panicle length,Primary panicle branch number,Seed number per panicle,Florets per panicle,Panicle fertility,Seed length,Seed width,Seed volume,Seed surface area,Brown rice seed length,Brown rice seed width,Brown rice surface area,Brown rice volume,Seed length/width ratio,Brown rice length/width ratio,Seed color,Pericarp color,Straighthead suseptability,Blast resistance,Amylose content,Alkali spreading value,Protein content
NSFTV68,19.453841245820733,14.911447071090814,2.4602327563425574,-1.6985535237720952,0.7777896367892514,11.337319250122434,3.162209780348568,-1.5476359927178316,-5.836964744962166,-0.013714567769798021,NA,NA,NA,0.646,98.08333333,74,114,0.86038011700000006,0.649122807,6.333333333,NA,25.61111111,1.111111111,0,3.676300672,87.44444444,23.21666667,10.83333333,4.870947423,5.151362954,0.755,7.540263636,2.930827273,2.098705923,3.646729637,5.497645455,2.443218182,3.223226348,4.579254545,2.573,2.25,light,light,8,7,21.19,5.333333334,8.05
NSFTV69,-23.94283781450639,8.947764871981223,21.02334159342145,-2.830680213399523,-7.726585396168167,0.5485753175294212,0.7191524480012935,-0.7265660241043012,-0.5516287187663769,1.819907154924138,IAC 25,Brazil,America,0.69,93.25,76,85,1.097058824,0.894117647,2,0,32.35,1.258333333,0,2.913256052,113.5833333,24.4,12.09090909,5.129898715,5.305563775,0.839,9.304475,2.845291667,2.253351956,3.825891605,6.876,2.406416667,3.417813565,5.436,3.27,2.857,light,light,7.501666667,1,20.09,4.98,9.5
NSFTV70,-22.840840890709387,8.980700125069866,21.42125210452616,-3.8554992157053456,-6.7901583442439835,0.4610123457831772,1.658837996281116,-1.0807548685176511,0.2939034867234239,1.1956068176184116,Iguape Cateto,Haiti,America,0.63,90.5,77,108,0.837962963,0.712962963,3,0,27.41666667,1.566666667,0,3.016351561,128,23.22727273,9.545454545,4.759061092,4.972964894,0.807,8.639475,3.177483333,2.370272557,3.843931335,6.341791667,2.729075,3.466135823,6.455491667,2.719,2.324,light,light,8.331666667,3,18.38,4.75,8.1
NSFTV71,44.99203106451061,16.52851965199147,-8.134086995409312,0.8498833707959591,2.3896492473477697,-12.893339740976007,9.908542487860537,4.891791088776277,-7.716921454200471,-2.8908158389624274,IR 36,Philippines,Pacific,0.37,100.75,79,106,0.950471698,0.745283019,3,NA,36.88888889,1.011111111,0,3.80666249,99.16666667,28.05,10.66666667,4.906755164,5.272486607,0.694,7.996477778,2.844955556,2.091304234,3.653264654,5.824033333,2.421888889,3.255996043,4.750166667,2.811,2.405,light,light,7.165,1,23.97,7,NA
NSFTV72,40.87512098505487,16.89771634000123,-8.063530126855479,-0.3721152199325341,1.4713514621684,-6.553012869985498,8.020940371471648,4.885586498146899,-7.7412454643776085,-2.3990477668924957,IR 8,Philippines,Pacific,0.28,108.1666667,73,133,0.813283208,0.54887218,1.666666667,1,28.66666667,1.411111111,0,3.557726184,90.66666667,25.15,11.33333333,5.261538115,5.375278408,0.892,8.41835,2.878175,2.207271163,3.761910135,6.29885,2.444966667,3.367399273,5.315783333,2.925,2.576,light,light,8.5,1,23.13,7,8.5
NSFTV73,-22.615628165443155,8.250735600794673,20.696639933603365,-4.618541021581875,-7.581362576242892,0.6827247060233277,2.6773893766600247,-2.94545368770938,-2.2335823262578365,2.2957293041893014,IRAT 177,French Guiana,America,0.66,91.41666667,78,106,0.862421384,0.735849057,3.5,1,35.35833333,1.441666667,0,2.983153491,102.9166667,23.40833333,11.66666667,4.793722293,5.010635294,0.805,9.897391667,3.152666667,2.525755311,3.999554372,7.325709091,2.622463636,3.567057677,6.836409091,3.139,2.793,light,light,7.498333334,1,14.22,2.083333334,8.7
NSFTV74,43.16486305232227,18.0060946981035,-7.065428507640805,-0.49165055532841817,2.4295284685635363,-7.643752885304318,9.51021568520715,5.951623798564373,-6.236133445707679,-2.8168630986194874,IRGA 409,Brazil,America,0.32,99.33333333,78,85,1.168627451,0.917647059,4,NA,35.35,1.291666667,0,3.58120144,104.0833333,30.39166667,10.58333333,5.230662885,5.340338642,0.896,9.523025,2.401016667,1.956320063,3.695144372,6.941508333,2.043341667,3.279833254,4.04885,3.966,3.397,light,light,8.331666667,3,24.77,7,8.1
NSFTV75,-10.39830087911366,7.666886699112432,10.789980229670448,2.4374233585756624,1.3207232922292698,1.0796222876898,6.010469982155221,-7.2416593165595,1.9957946719809192,3.1871965380775897,Jambu,Indonesia,Pacific,0.65,87.66666667,NA,114,0.769005848,NA,3,1,35.06666667,1.425,1,2.414289083,132.4166667,32.83333333,10.25,5.05677645,5.720584963,0.515,7.991241667,3.120033333,2.232016874,3.730130557,5.702491667,2.675175,3.334655077,5.517058333,2.561,2.132,light,light,7.665,3,19.515,5.375,11.15
NSFTV76,45.042167873573256,20.15222388863448,-9.5753507733842,-0.13487686285589084,1.3007260063369852,-5.945754423565728,8.509936108346855,5.681716767627751,-9.022347603344262,-3.4462141135067257,Jaya,India,S Asia,0.28,110.1666667,NA,131,0.840966921,NA,3.5,1,27.09166667,1.416666667,0,3.514029912,94.08333333,25.91818182,12.81818182,5.19648597,5.354869536,0.854,8.556491667,3.0905,2.352441355,3.839361269,6.436233333,2.632875,3.463510773,6.298691667,2.769,2.445,light,light,7.833333334,1,25.43,7,7.7
NSFTV77,44.24588003539334,11.320433573190378,-6.102831031680132,-0.2758462849677554,-0.39547339890617406,-8.19864505864817,-4.971175390258087,-2.2230105251953436,11.765548360391849,2.92232483619487,JC149,India,S Asia,0.31,125,NA,182,0.686813187,NA,3,1,34.18,1.25,0,3.335176281,144.8,24.44,12.5,5.210396485,5.398162702,0.829,7.366336364,3.238527273,2.203799882,3.676559097,5.331758333,2.669866667,3.259716379,5.148308333,2.275,1.997,light,light,9,5,24.36666667,7,9.15
NSFTV78,35.85054058404452,-29.26037706133757,7.49979051069239,-3.742069659074897,-1.3611748352566304,1.0545889637568644,-1.6187412098450398,-1.0101371100327063,1.533844974171366,-2.0365473663658293,Jhona 349,India,S Asia,0.41,98.83333333,73,86,1.149224806,0.848837209,7,1,32.53333333,1.341666667,0,3.48635519,133.75,25.12222222,9.666666667,5.056824677,5.127205473,0.932,9.180466667,2.737625,2.119554285,3.747997255,6.50307,2.34134,3.34840015,4.97373,3.353,2.777,light,light,NA,4,26.345,5.0625,7.7
NSFTV79,-31.70001209712641,-3.3189957736244455,-13.140432629781605,-4.907940159644669,-4.158022141783084,-0.9854690749326258,-4.604245255144896,6.224424949102565,-0.9397808950774623,-0.41822844868582243,Jouiku 393G,Japan,E Asia,0.815,76.25,77,88,0.866477273,0.875,3,1,27.9,1.108333333,1,3.075774981,91.16666667,24.71818182,12.09090909,5.039899849,5.150133697,0.896,8.558916667,3.266091667,2.41028487,3.854455331,6.101827273,2.7594,3.442447212,6.389354545,2.621,2.211,light,light,4.666666667,7,10.58666667,6.375,7.3
NSFTV80,4.658537974130698,2.960799496220606,8.55577868736614,9.327560576358033,-0.5231931944540589,-5.75233292283548,-8.333479576347111,-0.02479768566121069,4.223641112704991,0.3060306392692712,K 65,Suriname,America,0.756,110.5714286,72,136,0.81302521,0.529411765,2,1,48.2,0.991666667,NA,3.983413002,106,27.56666667,10,4.410776048,5.400422589,0.372,9.08107,2.72842,2.153739317,3.774177865,7.16594,2.13718,3.319346123,4.32271,3.328,3.353,light,light,8.168333334,4,25.62,5.5,NA
NSFTV81,37.32831631119311,-29.399157797258596,8.57857324419026,-3.893636822627486,0.18730094123777,3.9410959258948286,5.273570082556634,5.1960651828114734,2.0431288364876283,0.2706418677651422,Kalamkati,India,S Asia,0.48,83.25,77,92,0.904891304,0.836956522,6.333333333,1,34.43333333,1.311111111,0,3.49144426,139.3333333,26.17777778,7.625,4.926045226,5.013409221,0.916,9.49555,2.652916667,2.137160967,3.78344864,7.017591667,2.22655,3.381472735,4.89925,3.579,3.152,light,light,7.331666667,1,25.43,4.875,8.4
NSFTV83,-33.21771379387503,-5.184000264841217,-18.522450317930343,-2.042581038909276,-0.39970183372546675,0.7160591113486026,-1.0135328131048091,2.656459938462148,-1.2312917367041685,5.94865356860515,Kamenoo,Japan,E Asia,0.62,79,67,79,1,0.848101266,3.8,1,23.99,0.89,0,3.280911216,106.6,19.62222222,10.66666667,4.870947423,5.0604831,0.827,6.93865,3.41136,2.256672036,3.668472644,4.85689,2.89428,3.249616841,5.50332,2.034,1.678,light,light,5.498333334,4,11.60333333,6.375,8.1
NSFTV84,-23.00408849412124,5.719190954219614,15.066201723198681,0.7180260340114321,0.6086476255449877,2.125360022659914,6.36666967058211,-7.744846157140535,-0.49538463399808275,4.556675480904288,Kaniranga,Indonesia,Pacific,0.774,89.16666667,110,101,0.882838284,1.089108911,4,1,33.55,1.666666667,1,2.319114395,132.5833333,30.96666667,9.916666667,5.231108617,5.606108392,0.687,7.857083333,3.367133333,2.334443837,3.763595114,5.433345455,2.841709091,3.355201038,6.031818182,2.333,1.912,light,light,6.668333334,4,20.385,5.25,9.3
NSFTV85,39.19497187683738,-25.674555168261126,6.20098619585757,-2.243480183478044,0.8145471613575546,-0.9591444956933428,-3.76639898614853,-4.1956379308431195,-8.783754278442405,-0.36993255952030885,Kasalath,India,S Asia,0.201,100.75,78,90,1.119444444,0.866666667,6.5,1,31,1.166666667,1,3.860729711,143.1666667,28.45,9.5,5.04234927,5.108971195,0.936,7.378733333,2.55115,1.769736796,3.466206365,5.248316667,2.153241667,3.043415476,3.346891667,2.892,2.437,light,dark,NA,7,26.59,4.666666667,7.55
NSFTV86,-29.10559477383133,-5.043449930766974,-16.476681371075095,-2.0112498769997904,0.6709433571782831,-0.4298530729616622,-1.0518660731224816,4.1965948574114895,-1.3035173215293305,5.951431003014837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.67,1,0.245,7,8.3
NSFTV87,-22.95238985405934,1.6323394156864308,5.70659851632883,3.7451370571018607,3.943697618065673,2.649112256945531,5.5934625463104,-5.157463840666041,2.368222446681393,1.9683923433180244,Keriting Tingii,Indonesia,Pacific,0.663,101.25,73,99,1.022727273,0.737373737,2,1,37.5875,1.4125,0,2.618438042,116.125,24.94285714,10.5,5.041990396,5.283767586,0.785,8.61393,3.48906,2.577018539,3.94039003,6.359533333,2.831211111,3.502447796,7.036311111,2.469,2.246,light,light,6.998333334,5,0.366666667,6.375,8.9
NSFTV88,34.22774003409992,-20.290853733854895,7.185879651434983,-3.9085822026148116,1.6472664490755087,8.024818566839574,11.830620329985685,10.085698442750234,18.447979788634363,1.0144815560718288,Khao Gaew,Thailand,SE Asia,0.591,91.88888889,78,96,0.957175926,0.8125,4.5,1,33.2,1.491666667,0,3.098589659,137,26.31666667,9,5.3570149990000004,5.51122691,0.857,7.249508333,2.966566667,2.01662598,3.574248087,5.2485,2.520855556,3.188502295,4.515633333,2.444,2.082,light,light,8.835,4,24.6,5.888888889,8.4
NSFTV89,-23.53606437537831,6.4665299306955975,18.563758619190576,-3.2951097260513618,4.342488586207332,4.1569584982186925,3.849417349785532,-4.407524672191062,-1.5319649308335446,7.1678563446804215,NSF-TV 89,Unknown,NA,0.6,90.91666667,78,114,0.79751462,0.684210526,3,0,36.05,1.558333333,0,2.442347035,114.6666667,24,11.16666667,5.520794029,5.672463791,0.859,6.794891667,3.184908333,2.115205767,3.592392415,4.92865,2.741825,3.215179502,5.04815,2.133,1.798,light,light,8.331666667,1,22.22,6.083333334,7.9
NSFTV92,-23.04272007303013,9.526456067456994,21.419949065379875,-1.1501847421955038,-12.712222718902211,-2.233185558739005,-2.1534831673956862,4.157694198266989,-0.2372399270638959,-2.8568377023228897,Kinastano,Philippines,Pacific,0.59,91.6,78,98,0.934693878,0.795918367,2,1,35.23333333,1.7,0,2.538973871,123.4444444,23.83333333,11.11111111,5.034243308,5.175678812,0.868,7.972683333,3.696691667,2.561706284,3.893147988,5.797290909,3.112036364,3.502084269,7.658863636,2.157,1.863,light,light,8.833333334,1,17.53333333,4.611111111,8.75
NSFTV93,-6.482471956420645,-7.259402773396963,5.214018456050496,40.00871319966193,0.4891086540313575,0.3988088853929531,-0.8301171270690532,4.161137749163823,0.10998978523909139,0.8144611078539686,Kitrana 508,Madagascar,Africa,0.58,88.25,72,88,1.002840909,0.818181818,5.666666667,1,28.44444444,1.122222222,1,3.659278984,150.4444444,29.0875,9.75,4.639132342,4.865434345,0.797,9.468733333,2.414975,1.902141108,3.658996112,7.039881818,2.076927273,3.286857955,4.072890909,3.921,3.39,light,light,8.001666667,6,17.14666667,3.75,9.15
NSFTV94,-33.62556988372483,-5.509426578146726,-20.967212803391995,-2.479829329431604,-0.7573935678982251,0.3520307148261297,-2.279484756931887,4.70867273641869,-1.6975368048184585,8.292550062713621,Koshihikari,Japan,E Asia,0.49,83.91666667,74,161,0.521221532,0.459627329,4.5,1,29.20833333,0.916666667,0,3.719651113,93.16666667,21.46666667,9.666666667,4.680446307,4.89987301,0.803,7.324108333,3.436916667,2.324041581,3.730203523,5.100354545,2.8904,3.300584836,5.775818182,2.131,1.765,light,light,6.001666667,4,15.45333333,6.666666667,7.5
NSFTV96,-23.518797101315812,2.544285651813527,8.6649107479493,1.825689829352633,2.7362654640152786,2.7252399189605794,7.515611776465895,-6.477477679496549,0.3827210130405705,4.035731155890093,KU115,Thailand,SE Asia,0.604,104.3,84,165,0.632121212,0.509090909,1.8,NA,37.02222222,1.111111111,0,2.610069793,101.6666667,22.58888889,8.444444444,4.840681386,5.07030085,0.795,8.394,3.38442,2.484691627,3.893516817,6.15453,2.76838,3.446022871,6.4202,2.48,2.223,light,light,6.498333334,5,12.025,7,9.75
NSFTV97,43.8946704890243,15.61415789357267,-6.996938692319741,-0.1913622983481375,-1.450236500370972,3.6118291805309566,-2.1711267605361795,-1.7551822349086998,1.7365395224476181,3.3887887938574095,NA,NA,NA,0.448,98.375,78,108,0.91087963,0.722222222,6,1,42.8125,1.0625,0,4.029806041,140.5,28.7625,10.75,4.951415934,5.288898145,0.714,7.2603375,3.1114375,2.124641937,3.632180788,5.137775,2.62765,3.220755058,4.8867625,2.333,1.955,light,light,8.668333334,2,23.61333333,5.555555556,7.7
NSFTV98,-19.174695359368176,6.043591278759818,14.516263218025856,-1.172465084495423,17.540576903644638,-0.7109407806062173,-6.320794608246707,2.2358896122533736,-0.49007363073375293,-3.5180128799709993,NA,NA,NA,0.689,83.83333333,79,90,0.93148148099999994,0.877777778,3,0,25.2375,1.1375,0,3.098589659,83.88888889,22.67142857,11.57142857,4.893352133,5.043425117,0.861,9.970590909,2.495972727,2.103171385,3.799678359,7.520981818,2.137690909,3.408423634,4.8298,3.995,3.518,light,light,3.501666667,5,26.34,3.958333334,8.2
NSFTV99,-23.791565381709503,7.635219990506018,20.78450162100872,-2.3535431430186975,-9.217669564886288,0.12131939416020886,0.3110348196658774,-0.6778465033281299,0.45290408360210616,-1.1413222014027256,LAC 23,Liberia,Africa,0.58,90.16666667,80,108,0.834876543,0.740740741,3,1,33.2,1.541666667,0,2.922265122,134.3333333,26.70909091,9.909090909,4.752806185,5.011846681,0.772,9.583266667,3.157791667,2.492067064,3.962281456,7.113658333,2.706275,3.578965532,7.210575,3.035,2.629,light,light,7.665,2,22.495,5.138888889,8.95
NSFTV100,-29.26188373908595,1.4914533149010218,-0.03521885227272864,-4.517746908729694,-5.6863858566349075,-0.4249434528197847,-4.290925214728416,6.430560926279394,-1.3990278683017647,3.2167483246722246,Lacrosse,United States,America,0.8,84.11111111,78,122,0.689435337,0.639344262,1.666666667,0,27.62222222,1.611111111,0,2.978925155,114.8888889,23.94444444,11.55555556,5.032614201,5.340738082,0.735,8.138033333,3.382633333,2.440977983,3.850530743,5.944466667,2.893033333,3.467779993,6.8989,2.406,2.055,light,light,6.501666667,3,10.60333333,6.958333334,8.7
NSFTV101,-20.7139348205052,7.7479309327134285,17.566914275102892,-4.441625162922526,18.95603666367492,1.1813754030603927,-2.8066566355071547,2.702225436809767,0.06908863335311745,-0.7124364411299225,Lemont,United States,America,0.63,86.16666667,79,88,0.979166667,0.897727273,3,0,27.625,1.45,0,2.818398258,86.16666667,27.45,11.08333333,4.894101478,5.209030676,0.73,9.632391667,2.644466667,2.121810339,3.778741677,7.147025,2.251503333,3.388738367,4.919556667,3.642,3.174,light,light,3.331666667,8,20.51333333,6,9.5
NSFTV102,42.42080510632841,18.335524742866067,-7.1399960742812345,-2.304906742935674,2.189817943682681,-12.026370176010222,10.15509061468271,4.250192681656666,-6.168601410590738,-2.199923643059707,NA,NA,NA,0.44,NA,NA,165,NA,NA,3,NA,27.85,1.1,1,3.481240089,105.5,30.75,10.5,4.600157644,4.86753445,0.765,9.8055,2.4696,2.030632002,3.750804407,7.0726,2.0441,3.301658775,4.1308,3.97,3.46,light,light,6.835,1,21.25333333,5,8.7
NSFTV103,-30.144260170026847,-3.6985279728931797,-19.4105627112923,-2.2632836489710804,0.8523770369023954,-0.8423234094441958,-2.6155995156567053,5.38030303326573,-1.820403825049602,6.542998028930239,Luk Takhar,Afghanistan,Mid East,0.55,84,78,108,0.777777778,0.722222222,2.5,1,30.175,1.05,0,2.957511061,95.08333333,24.13333333,9.777777778,4.881538499,4.998900038,0.889,7.528083333,3.534583333,2.404006862,3.784157247,5.298916667,3.048408333,3.390811131,6.670091667,2.13,1.738,light,light,5.335,4,16.97666667,6.916666667,7.75
NSFTV105,35.14838629349056,-20.45966491130152,7.727497496791889,-4.2666071101691765,0.15706249207980885,7.844569241471041,10.520950842487707,10.52377021686182,17.781172074874707,0.6808382755856115,Mehr,Iran,Mid East,0.4,80.5,80,81,0.99382716,0.987654321,6.333333333,1,31.83333333,1.533333333,0,3.727699446,131.1111111,24.9625,8,5.042251408,5.11635938,0.929,7.614041667,2.793958333,1.972322536,3.580265968,5.70465,2.3965,3.228594776,4.469808333,2.725,2.38,light,light,8.085,4,24.64333333,4.833333334,7.2
NSFTV106,41.567108066298715,15.933042886492627,-7.623729877540605,-3.3840757500917458,3.2952616816031757,-11.585104994514754,9.446609554806656,1.2172186880856173,-5.927360793248978,-1.3622550506484696,Ming Hui,China,E Asia,0.45,102.8333333,75,108,0.952160494,0.694444444,3,NA,30.15,1.441666667,0,3.493979115,93.83333333,25.90833333,9.166666667,4.892852258,5.083472618,0.826,9.4203,2.934808333,2.332307312,3.879577807,6.951266667,2.491833333,3.476193531,5.973258333,3.21,2.79,light,light,6.831666667,0,14.09333333,3.388888889,7.45
NSFTV107,-24.232870467780717,9.154536944119167,21.298630952226535,-3.2308944943591174,-7.601947705977227,0.4272375699164052,2.295930578184169,-2.119154177801293,-0.9044512228884088,2.5016330053580926,NSF-TV 107,Unknown,NA,1.18,81.41666667,46,74,1.100225225,0.621621622,4,0,28.64166667,1.266666667,0,3.012261576,114.25,23.2,10.27272727,4.521788577,4.953262954,0.65,9.943041667,3.080191667,2.483052849,3.9780785,7.443783333,2.565791667,3.566016899,6.71695,3.228,2.901,light,light,7,0,18.88,5.375,9
NSFTV108,-23.22912751691767,6.511519752172752,17.68318423569669,1.391207206880359,-3.907497045184025,1.828978776640782,9.107528173774252,-9.612578120083771,-1.037082368629959,5.064786231870581,Moroberekan,Guinea,Africa,1.317,102.1666667,74,119,0.858543417,0.621848739,1,1,41,1.583333333,0,2.47793798,112.7777778,29.18333333,12.5,5.11131822,5.279813895,0.845,9.037366667,3.417566667,2.542744385,3.951737507,6.582141667,2.871891667,3.552369821,7.3763,2.644,2.292,light,light,8.668333334,1,22.68,6,9.35
NSFTV109,44.91816218032867,5.433920185363275,-3.221314031229462,-0.3650681129004467,0.614869939115301,-8.85729649398433,-7.311242001370055,-6.437479497299906,6.399820858471186,2.512074185785874,MTU9,India,S Asia,0.333,NA,64,81,NA,0.790123457,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,24.38,6,7.7
NSFTV110,45.14034160797508,11.49342836866967,-6.217773273489615,1.3933548989738782,-0.9931121334987836,-7.527347352474779,-5.358802489851836,-4.985779591312347,4.797390225852391,2.9288954989457165,Mudgo,India,S Asia,0.29,150.5,72,145,1.037931034,0.49655172400000003,6,1,44.83,1.3,0,3.601868077,143.4444444,26.76666667,10.125,4.807657412,5.101896885,0.745,8.7916,3.247266667,2.425836606,3.876720243,6.361355556,2.684422222,3.458365405,6.368877778,2.707,2.37,light,dark,NA,4,24.92333333,7,7.5
NSFTV111,-22.043173132540538,6.325042758590785,18.195322827190164,-2.016202613920482,6.006383071746636,3.183472304370441,6.047594067461848,-5.63331462060497,-0.7611027978467759,7.162112644802956,NA,NA,NA,0.51,98,84,114,0.859649123,0.736842105,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NSFTV113,-31.154942651181962,-5.401372958293735,-18.227490784702656,0.22132163481785905,-0.08200226287646008,0.2770403741578409,1.9150806522666644,-2.8537723169603484,1.681814780011886,-5.050568171826464,Norin 20,Japan,E Asia,0.64,59,53,49,1.204081633,1.081632653,4.636363636,1,29.31818182,0.845454545,1,3.325689829,90.90909091,18.76,7.1,4.475061501,4.635699391,0.852,7.332636364,3.387509091,2.301063026,3.718414205,5.145927273,2.870645455,3.30171819,5.745781818,2.165,1.793,light,light,6.331666667,5,15.38,7,8.45
